P_left,P_right,beta_left,vx_left,vx_right,floor_count,completed,max_iterations_seen,min_pressure_seen,step_count
2.5e-05,2.5e-06,3.2e-05,0,-0.9,0,1,6,2.5e-06,283
2.5e-05,2.5e-06,3.2e-05,0,-0.5,0,1,5,2.49999e-06,240
2.5e-05,2.5e-06,3.2e-05,0,0,0,1,5,2.49999e-06,224
2.5e-05,2.5e-06,3.2e-05,0,0.5,0,1,5,2.5e-06,439
2.5e-05,2.5e-06,3.2e-05,0,0.9,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0,0.99,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.5,-0.9,0,1,6,2.5e-06,340
2.5e-05,2.5e-06,3.2e-05,0.5,-0.5,0,1,5,2.5e-06,268
2.5e-05,2.5e-06,3.2e-05,0.5,0,0,1,5,2.49999e-06,285
2.5e-05,2.5e-06,3.2e-05,0.5,0.5,0,1,5,2.5e-06,443
2.5e-05,2.5e-06,3.2e-05,0.5,0.9,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.5,0.99,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.9,-0.9,0,1,6,2.5e-06,364
2.5e-05,2.5e-06,3.2e-05,0.9,-0.5,0,1,5,2.5e-06,599
2.5e-05,2.5e-06,3.2e-05,0.9,0,0,1,5,2.5e-06,1028
2.5e-05,2.5e-06,3.2e-05,0.9,0.5,0,1,5,2.5e-06,579
2.5e-05,2.5e-06,3.2e-05,0.9,0.9,0,1,6,2.5e-06,200
2.5e-05,2.5e-06,3.2e-05,0.9,0.99,0,1,8,2.5e-06,200
2.5e-05,2.5e-06,3.2e-05,0.99,-0.9,0,1,6,2.5e-06,571
2.5e-05,2.5e-06,3.2e-05,0.99,-0.5,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.99,0,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.99,0.5,0,0,6,2.5e-06,100001
2.5e-05,2.5e-06,3.2e-05,0.99,0.9,0,1,6,2.5e-06,1249
2.5e-05,2.5e-06,3.2e-05,0.99,0.99,0,1,8,2.5e-06,200
1e-05,1e-06,1.28e-05,-0.9,-0.9,0,1,6,9.99991e-07,200
1e-05,1e-06,1.28e-05,-0.9,-0.5,0,1,5,9.99997e-07,321
1e-05,1e-06,1.28e-05,-0.9,0,0,1,5,9.99999e-07,416
1e-05,1e-06,1.28e-05,-0.9,0.5,0,1,5,1e-06,398
1e-05,1e-06,1.28e-05,-0.9,0.9,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,-0.9,0.99,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,-0.5,-0.9,0,1,6,1e-06,213
1e-05,1e-06,1.28e-05,-0.5,-0.5,0,1,5,9.99997e-07,209
1e-05,1e-06,1.28e-05,-0.5,0,0,1,5,9.99999e-07,228
1e-05,1e-06,1.28e-05,-0.5,0.5,0,1,5,1e-06,378
1e-05,1e-06,1.28e-05,-0.5,0.9,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,-0.5,0.99,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0,-0.9,0,1,6,1e-06,283
1e-05,1e-06,1.28e-05,0,-0.5,0,1,5,1e-06,240
1e-05,1e-06,1.28e-05,0,0,0,1,5,9.99999e-07,224
1e-05,1e-06,1.28e-05,0,0.5,0,1,5,1e-06,439
1e-05,1e-06,1.28e-05,0,0.9,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0,0.99,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.5,-0.9,0,1,6,1e-06,340
1e-05,1e-06,1.28e-05,0.5,-0.5,0,1,5,1e-06,268
1e-05,1e-06,1.28e-05,0.5,0,0,1,5,9.99999e-07,285
1e-05,1e-06,1.28e-05,0.5,0.5,0,1,5,1e-06,443
1e-05,1e-06,1.28e-05,0.5,0.9,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.5,0.99,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.9,-0.9,0,1,6,1e-06,364
1e-05,1e-06,1.28e-05,0.9,-0.5,0,1,5,1e-06,599
1e-05,1e-06,1.28e-05,0.9,0,0,1,5,1e-06,1028
1e-05,1e-06,1.28e-05,0.9,0.5,0,1,5,1e-06,579
1e-05,1e-06,1.28e-05,0.9,0.9,0,1,6,1e-06,200
1e-05,1e-06,1.28e-05,0.9,0.99,0,1,8,1e-06,200
1e-05,1e-06,1.28e-05,0.99,-0.9,0,1,6,1e-06,571
1e-05,1e-06,1.28e-05,0.99,-0.5,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.99,0,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.99,0.5,0,0,6,1e-06,100001
1e-05,1e-06,1.28e-05,0.99,0.9,0,1,6,1e-06,1248
1e-05,1e-06,1.28e-05,0.99,0.99,0,1,8,1e-06,200
5e-06,5e-07,6.4e-06,-0.9,-0.9,0,1,6,4.99998e-07,200
5e-06,5e-07,6.4e-06,-0.9,-0.5,0,1,5,4.99999e-07,321
5e-06,5e-07,6.4e-06,-0.9,0,0,1,5,5e-07,416
5e-06,5e-07,6.4e-06,-0.9,0.5,0,1,5,5e-07,398
5e-06,5e-07,6.4e-06,-0.9,0.9,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,-0.9,0.99,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,-0.5,-0.9,0,1,6,5e-07,213
5e-06,5e-07,6.4e-06,-0.5,-0.5,0,1,5,4.99999e-07,209
5e-06,5e-07,6.4e-06,-0.5,0,0,1,5,5e-07,228
5e-06,5e-07,6.4e-06,-0.5,0.5,0,1,5,5e-07,378
5e-06,5e-07,6.4e-06,-0.5,0.9,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,-0.5,0.99,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0,-0.9,0,1,6,5e-07,283
5e-06,5e-07,6.4e-06,0,-0.5,0,1,5,5e-07,240
5e-06,5e-07,6.4e-06,0,0,0,1,5,5e-07,224
5e-06,5e-07,6.4e-06,0,0.5,0,1,5,5e-07,439
5e-06,5e-07,6.4e-06,0,0.9,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0,0.99,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.5,-0.9,0,1,6,5e-07,340
5e-06,5e-07,6.4e-06,0.5,-0.5,0,1,5,5e-07,268
5e-06,5e-07,6.4e-06,0.5,0,0,1,5,5e-07,285
5e-06,5e-07,6.4e-06,0.5,0.5,0,1,5,5e-07,443
5e-06,5e-07,6.4e-06,0.5,0.9,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.5,0.99,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.9,-0.9,0,1,6,5e-07,364
5e-06,5e-07,6.4e-06,0.9,-0.5,0,1,5,5e-07,599
5e-06,5e-07,6.4e-06,0.9,0,0,1,5,5e-07,1028
5e-06,5e-07,6.4e-06,0.9,0.5,0,1,5,5e-07,579
5e-06,5e-07,6.4e-06,0.9,0.9,0,1,6,5e-07,200
5e-06,5e-07,6.4e-06,0.9,0.99,0,1,8,5e-07,200
5e-06,5e-07,6.4e-06,0.99,-0.9,0,1,6,5e-07,571
5e-06,5e-07,6.4e-06,0.99,-0.5,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.99,0,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.99,0.5,0,0,6,5e-07,100001
5e-06,5e-07,6.4e-06,0.99,0.9,0,1,6,5e-07,1248
5e-06,5e-07,6.4e-06,0.99,0.99,0,1,8,5e-07,200
2.5e-06,2.5e-07,3.2e-06,-0.9,-0.9,0,1,6,2.5e-07,200
2.5e-06,2.5e-07,3.2e-06,-0.9,-0.5,0,1,5,2.5e-07,321
2.5e-06,2.5e-07,3.2e-06,-0.9,0,0,1,5,2.5e-07,416
2.5e-06,2.5e-07,3.2e-06,-0.9,0.5,0,1,5,2.5e-07,398
2.5e-06,2.5e-07,3.2e-06,-0.9,0.9,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,-0.9,0.99,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,-0.5,-0.9,0,1,6,2.5e-07,213
2.5e-06,2.5e-07,3.2e-06,-0.5,-0.5,0,1,5,2.5e-07,209
2.5e-06,2.5e-07,3.2e-06,-0.5,0,0,1,5,2.5e-07,228
2.5e-06,2.5e-07,3.2e-06,-0.5,0.5,0,1,5,2.5e-07,378
2.5e-06,2.5e-07,3.2e-06,-0.5,0.9,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,-0.5,0.99,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0,-0.9,0,1,6,2.5e-07,283
2.5e-06,2.5e-07,3.2e-06,0,-0.5,0,1,5,2.5e-07,240
2.5e-06,2.5e-07,3.2e-06,0,0,0,1,5,2.5e-07,224
2.5e-06,2.5e-07,3.2e-06,0,0.5,0,1,5,2.5e-07,439
2.5e-06,2.5e-07,3.2e-06,0,0.9,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0,0.99,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.5,-0.9,0,1,6,2.5e-07,340
2.5e-06,2.5e-07,3.2e-06,0.5,-0.5,0,1,5,2.5e-07,268
2.5e-06,2.5e-07,3.2e-06,0.5,0,0,1,5,2.5e-07,285
2.5e-06,2.5e-07,3.2e-06,0.5,0.5,0,1,5,2.5e-07,443
2.5e-06,2.5e-07,3.2e-06,0.5,0.9,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.5,0.99,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.9,-0.9,0,1,6,2.5e-07,364
2.5e-06,2.5e-07,3.2e-06,0.9,-0.5,0,1,5,2.5e-07,599
2.5e-06,2.5e-07,3.2e-06,0.9,0,0,1,5,2.5e-07,1028
2.5e-06,2.5e-07,3.2e-06,0.9,0.5,0,1,5,2.5e-07,579
2.5e-06,2.5e-07,3.2e-06,0.9,0.9,0,1,6,2.5e-07,200
2.5e-06,2.5e-07,3.2e-06,0.9,0.99,0,1,8,2.5e-07,200
2.5e-06,2.5e-07,3.2e-06,0.99,-0.9,0,1,6,2.5e-07,571
2.5e-06,2.5e-07,3.2e-06,0.99,-0.5,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.99,0,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.99,0.5,0,0,6,2.5e-07,100001
2.5e-06,2.5e-07,3.2e-06,0.99,0.9,0,1,6,2.5e-07,1248
2.5e-06,2.5e-07,3.2e-06,0.99,0.99,0,1,8,2.5e-07,200
1e-06,1e-07,1.28e-06,-0.9,-0.9,0,1,6,9.99999e-08,200
1e-06,1e-07,1.28e-06,-0.9,-0.5,0,1,5,1e-07,321
1e-06,1e-07,1.28e-06,-0.9,0,0,1,5,1e-07,416
1e-06,1e-07,1.28e-06,-0.9,0.5,0,1,5,1e-07,398
1e-06,1e-07,1.28e-06,-0.9,0.9,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,-0.9,0.99,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,-0.5,-0.9,0,1,6,1e-07,213
1e-06,1e-07,1.28e-06,-0.5,-0.5,0,1,5,1e-07,209
1e-06,1e-07,1.28e-06,-0.5,0,0,1,5,1e-07,228
1e-06,1e-07,1.28e-06,-0.5,0.5,0,1,5,1e-07,378
1e-06,1e-07,1.28e-06,-0.5,0.9,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,-0.5,0.99,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0,-0.9,0,1,6,1e-07,283
1e-06,1e-07,1.28e-06,0,-0.5,0,1,5,1e-07,240
1e-06,1e-07,1.28e-06,0,0,0,1,5,1e-07,224
1e-06,1e-07,1.28e-06,0,0.5,0,1,5,1e-07,439
1e-06,1e-07,1.28e-06,0,0.9,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0,0.99,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0.5,-0.9,0,1,6,1e-07,340
1e-06,1e-07,1.28e-06,0.5,-0.5,0,1,5,1e-07,268
1e-06,1e-07,1.28e-06,0.5,0,0,1,5,1e-07,285
1e-06,1e-07,1.28e-06,0.5,0.5,0,1,5,1e-07,443
1e-06,1e-07,1.28e-06,0.5,0.9,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0.5,0.99,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0.9,-0.9,0,1,6,1e-07,364
1e-06,1e-07,1.28e-06,0.9,-0.5,0,1,5,1e-07,599
1e-06,1e-07,1.28e-06,0.9,0,0,1,5,1e-07,1028
1e-06,1e-07,1.28e-06,0.9,0.5,0,1,5,1e-07,579
1e-06,1e-07,1.28e-06,0.9,0.9,0,1,6,1e-07,200
1e-06,1e-07,1.28e-06,0.9,0.99,0,1,8,1e-07,200
1e-06,1e-07,1.28e-06,0.99,-0.9,0,1,6,1e-07,571
1e-06,1e-07,1.28e-06,0.99,-0.5,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0.99,0,0,0,6,9.99999e-08,100001
1e-06,1e-07,1.28e-06,0.99,0.5,0,0,6,1e-07,100001
1e-06,1e-07,1.28e-06,0.99,0.9,0,1,6,1e-07,1248
1e-06,1e-07,1.28e-06,0.99,0.99,0,1,8,1e-07,200
5e-07,5e-08,6.4e-07,-0.9,-0.9,0,1,6,5e-08,200
5e-07,5e-08,6.4e-07,-0.9,-0.5,0,1,5,5e-08,321
5e-07,5e-08,6.4e-07,-0.9,0,0,1,5,5e-08,416
5e-07,5e-08,6.4e-07,-0.9,0.5,0,1,5,5e-08,398
5e-07,5e-08,6.4e-07,-0.9,0.9,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,-0.9,0.99,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,-0.5,-0.9,0,1,6,5e-08,213
5e-07,5e-08,6.4e-07,-0.5,-0.5,0,1,5,5e-08,209
5e-07,5e-08,6.4e-07,-0.5,0,0,1,5,5e-08,228
5e-07,5e-08,6.4e-07,-0.5,0.5,0,1,5,5e-08,378
5e-07,5e-08,6.4e-07,-0.5,0.9,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,-0.5,0.99,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0,-0.9,0,1,6,5e-08,283
5e-07,5e-08,6.4e-07,0,-0.5,0,1,5,5e-08,240
5e-07,5e-08,6.4e-07,0,0,0,1,5,5e-08,224
5e-07,5e-08,6.4e-07,0,0.5,0,1,5,5e-08,439
5e-07,5e-08,6.4e-07,0,0.9,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0,0.99,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0.5,-0.9,0,1,6,5e-08,340
5e-07,5e-08,6.4e-07,0.5,-0.5,0,1,5,5e-08,268
5e-07,5e-08,6.4e-07,0.5,0,0,1,5,5e-08,285
5e-07,5e-08,6.4e-07,0.5,0.5,0,1,5,5e-08,443
5e-07,5e-08,6.4e-07,0.5,0.9,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0.5,0.99,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0.9,-0.9,0,1,6,5e-08,364
5e-07,5e-08,6.4e-07,0.9,-0.5,0,1,5,5e-08,599
5e-07,5e-08,6.4e-07,0.9,0,0,1,5,5e-08,1028
5e-07,5e-08,6.4e-07,0.9,0.5,0,1,5,5e-08,579
5e-07,5e-08,6.4e-07,0.9,0.9,0,1,6,5e-08,200
5e-07,5e-08,6.4e-07,0.9,0.99,0,1,8,5e-08,200
5e-07,5e-08,6.4e-07,0.99,-0.9,0,1,6,5e-08,571
5e-07,5e-08,6.4e-07,0.99,-0.5,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0.99,0,0,0,6,4.99999e-08,100001
5e-07,5e-08,6.4e-07,0.99,0.5,0,0,6,5e-08,100001
5e-07,5e-08,6.4e-07,0.99,0.9,0,1,6,5e-08,1248
5e-07,5e-08,6.4e-07,0.99,0.99,0,1,8,5e-08,200
